BATTER,Dismissal,R,B,M,4s,6s,SR,URL,Match
Robin Uthappa ,run out (Symonds),34,28,38,1,3,121.42,/cricketers/robin-uthappa-35582,australia vs india
Yuvraj Singh ,c Hussey b Clarke,70,30,38,5,5,233.33,/cricketers/yuvraj-singh-36084,australia vs india
MS Dhoni (c)†,run out (†Gilchrist),36,18,21,4,1,200,/cricketers/ms-dhoni-28081,australia vs india
Adam Gilchrist (c)†, b Sreesanth,22,13,21,2,2,169.23,/cricketers/adam-gilchrist-5390,australia vs india
Matthew Hayden , b Sreesanth,62,47,61,4,4,131.91,/cricketers/matthew-hayden-5616,australia vs india
Brad Hodge ,c Joginder Sharma b Pathan,11,10,15,0,1,110,/cricketers/brad-hodge-5674,australia vs india
Andrew Symonds , b Pathan,43,26,37,3,2,165.38,/cricketers/andrew-symonds-7702,australia vs india
Michael Hussey ,c Yuvraj Singh b Joginder Sharma,13,12,28,0,1,108.33,/cricketers/michael-hussey-5939,australia vs india
Michael Clarke , b Harbhajan Singh,3,3,2,0,0,100,/cricketers/michael-clarke-4578,australia vs india
Brad Haddin ,not out ,5,8,14,0,0,62.5,/cricketers/brad-haddin-5560,australia vs india
Lou Vincent ,c & b Fawad Alam,28,28,31,1,1,100,/cricketers/lou-vincent-38714,new-zealand vs pakistan
Brendon McCullum †,lbw b Shahid Afridi,26,27,39,2,0,96.29,/cricketers/brendon-mccullum-37737,new-zealand vs pakistan
Scott Styris ,c Sohail Tanvir b Umar Gul,18,12,17,1,1,150,/cricketers/scott-styris-38407,new-zealand vs pakistan
Peter Fulton ,c Shoaib Malik b Umar Gul,10,15,12,0,0,66.66,/cricketers/peter-fulton-37091,new-zealand vs pakistan
Ross Taylor ,not out ,37,23,31,2,2,160.86,/cricketers/ross-taylor-38699,new-zealand vs pakistan
Craig McMillan ,c Younis Khan b Fawad Alam,12,6,5,1,1,200,/cricketers/craig-mcmillan-37712,new-zealand vs pakistan
Jacob Oram ,c †Kamran Akmal b Umar Gul,1,4,4,0,0,25,/cricketers/jacob-oram-38062,new-zealand vs pakistan
Daniel Vettori (c),run out (Shahid Afridi/Mohammad Hafeez),0,0,1,0,0,-,/cricketers/daniel-vettori-38710,new-zealand vs pakistan
Mohammad Hafeez ,lbw b Styris,32,21,30,3,2,152.38,/cricketers/mohammad-hafeez-41434,new-zealand vs pakistan
Imran Nazir ,lbw b Patel,59,41,48,3,5,143.9,/cricketers/imran-nazir-40563,new-zealand vs pakistan
Younis Khan ,c †McCullum b Vettori,4,15,22,0,0,26.66,/cricketers/younis-khan-43652,new-zealand vs pakistan
Shoaib Malik (c),not out ,26,14,29,1,1,185.71,/cricketers/shoaib-malik-42657,new-zealand vs pakistan
Gautam Gambhir ,c Smith b Pollock,19,19,19,3,0,100,/cricketers/gautam-gambhir-28763,south-africa vs india
Virender Sehwag ,c †Boucher b Ntini,11,11,23,1,0,100,/cricketers/virender-sehwag-35263,south-africa vs india
Dinesh Karthik ,c JA Morkel b Pollock,0,1,1,0,0,0,/cricketers/dinesh-karthik-30045,south-africa vs india
Robin Uthappa ,c Smith b M Morkel,15,16,22,1,1,93.75,/cricketers/robin-uthappa-35582,south-africa vs india
Rohit Sharma ,not out ,50,40,52,7,2,125,/cricketers/rohit-sharma-34102,south-africa vs india
Herschelle Gibbs ,lbw b Singh,1,3,7,0,0,33.33,/cricketers/herschelle-gibbs-45224,south-africa vs india
Graeme Smith (c),c Karthik b Singh,4,6,10,1,0,66.66,/cricketers/graeme-smith-47270,south-africa vs india
AB de Villiers ,lbw b Sreesanth,1,4,7,0,0,25,/cricketers/ab-de-villiers-44936,south-africa vs india
Justin Kemp ,run out (Sharma),5,12,21,1,0,41.66,/cricketers/justin-kemp-45797,south-africa vs india
Mark Boucher †, b Sreesanth,36,41,69,4,0,87.8,/cricketers/mark-boucher-44111,south-africa vs india
Shaun Pollock , b Singh,0,1,1,0,0,0,/cricketers/shaun-pollock-46774,south-africa vs india
Albie Morkel , b Singh,36,37,60,2,1,97.29,/cricketers/albie-morkel-46248,south-africa vs india
Vernon Philander ,st †Karthik b Harbhajan Singh,2,5,3,0,0,40,/cricketers/vernon-philander-46945,south-africa vs india
Johan van der Wath ,st †Karthik b Harbhajan Singh,2,6,10,0,0,33.33,/cricketers/johan-van-der-wath-47693,south-africa vs india
Tamim Iqbal ,run out (Mohammad Hafeez),3,8,13,0,0,37.5,/cricketers/tamim-iqbal-56194,bangladesh vs pakistan
Zunaed Siddique ,c Misbah-ul-Haq b Shoaib Malik,71,49,57,6,3,144.89,/cricketers/zunaed-siddique-55946,bangladesh vs pakistan
Aftab Ahmed ,st †Kamran Akmal b Mohammad Hafeez,15,17,26,0,0,88.23,/cricketers/aftab-ahmed-56266,bangladesh vs pakistan
Mohammad Ashraful (c),lbw b Shahid Afridi,5,4,2,0,0,125,/cricketers/mohammad-ashraful-55988,bangladesh vs pakistan
Shakib Al Hasan ,c & b Mohammad Hafeez,1,3,2,0,0,33.33,/cricketers/shakib-al-hasan-56143,bangladesh vs pakistan
Nadif Chowdhury ,c †Kamran Akmal b Shoaib Malik,12,10,14,1,0,120,/cricketers/nadif-chowdhury-56053,bangladesh vs pakistan
Mahmudullah ,run out (Umar Gul),1,1,5,0,0,100,/cricketers/mahmudullah-56025,bangladesh vs pakistan
Mashrafe Mortaza , b Mohammad Asif,11,14,14,0,0,78.57,/cricketers/mashrafe-mortaza-56007,bangladesh vs pakistan
Mushfiqur Rahim †,not out ,6,9,19,0,0,66.66,/cricketers/mushfiqur-rahim-56029,bangladesh vs pakistan
Imran Nazir ,not out ,27,18,19,3,1,150,/cricketers/imran-nazir-40563,bangladesh vs pakistan
Shahid Afridi ,c †Mushfiqur Rahim b Abdur Razzak,39,15,32,5,2,260,/cricketers/shahid-afridi-42639,bangladesh vs pakistan
Mohammad Hafeez ,c Tamim Iqbal b Syed Rasel,23,21,23,4,0,109.52,/cricketers/mohammad-hafeez-41434,bangladesh vs pakistan
Salman Butt ,run out (Shakib Al Hasan/†Mushfiqur Rahim/Mahmudullah),21,28,42,0,0,75,/cricketers/salman-butt-42683,bangladesh vs pakistan
Younis Khan ,st †Mushfiqur Rahim b Abdur Razzak,1,4,5,0,0,25,/cricketers/younis-khan-43652,bangladesh vs pakistan
Shoaib Malik (c),c Aftab Ahmed b Mahmudullah,21,23,20,2,0,91.3,/cricketers/shoaib-malik-42657,bangladesh vs pakistan
Upul Tharanga ,c Lee b Bracken,4,8,10,0,0,50,/cricketers/upul-tharanga-50747,australia vs sri-lanka
Sanath Jayasuriya ,lbw b Lee,0,2,2,0,0,0,/cricketers/sanath-jayasuriya-49209,australia vs sri-lanka
Kumar Sangakkara †,c Clarke b Clark,22,23,38,3,0,95.65,/cricketers/kumar-sangakkara-50710,australia vs sri-lanka
Mahela Jayawardene (c),c Clark b Lee,1,2,2,0,0,50,/cricketers/mahela-jayawardene-49289,australia vs sri-lanka
Chamara Silva ,c Lee b Clark,6,11,12,1,0,54.54,/cricketers/chamara-silva-50431,australia vs sri-lanka
Tillakaratne Dilshan ,c †Gilchrist b Clark,3,5,7,0,0,60,/cricketers/tillakaratne-dilshan-48472,australia vs sri-lanka
Jehan Mubarak ,c Symonds b Watson,28,26,33,3,0,107.69,/cricketers/jehan-mubarak-49633,australia vs sri-lanka
Farveez Maharoof ,c Clarke b Clark,0,2,1,0,0,0,/cricketers/farveez-maharoof-49638,australia vs sri-lanka
Chaminda Vaas ,c Lee b Symonds,21,28,34,1,0,75,/cricketers/chaminda-vaas-50804,australia vs sri-lanka
Gautam Gambhir ,c Broad b Maddy,58,41,62,7,1,141.46,/cricketers/gautam-gambhir-28763,england vs india
Virender Sehwag , b Tremlett,68,52,59,4,3,130.76,/cricketers/virender-sehwag-35263,england vs india
Robin Uthappa , b Tremlett,6,4,8,1,0,150,/cricketers/robin-uthappa-35582,england vs india
MS Dhoni (c)†,not out ,10,8,22,0,0,125,/cricketers/ms-dhoni-28081,england vs india
Darren Maddy ,c Gambhir b Pathan,29,20,22,3,1,145,/cricketers/darren-maddy-16876,england vs india
Vikram Solanki †,c Sharma b Pathan,43,31,41,5,1,138.7,/cricketers/vikram-solanki-20286,england vs india
Kevin Pietersen ,c & b Harbhajan Singh,39,23,33,3,1,169.56,/cricketers/kevin-pietersen-19296,england vs india
Paul Collingwood (c), b Singh,28,20,32,2,1,140,/cricketers/paul-collingwood-10772,england vs india
Owais Shah ,c Joginder Sharma b Singh,21,13,15,3,1,161.53,/cricketers/owais-shah-20123,england vs india
Andrew Flintoff ,not out ,8,4,12,1,0,200,/cricketers/andrew-flintoff-12856,england vs india
Lou Vincent , b van der Wath,32,29,42,4,0,110.34,/cricketers/lou-vincent-38714,south-africa vs new-zealand
Brendon McCullum †,c †Boucher b M Morkel,38,26,34,3,2,146.15,/cricketers/brendon-mccullum-37737,south-africa vs new-zealand
Ross Taylor ,c †Boucher b M Morkel,1,3,3,0,0,33.33,/cricketers/ross-taylor-38699,south-africa vs new-zealand
Scott Styris ,c de Villiers b JA Morkel,6,9,14,0,0,66.66,/cricketers/scott-styris-38407,south-africa vs new-zealand
Craig McMillan ,not out ,48,25,47,2,4,192,/cricketers/craig-mcmillan-37712,south-africa vs new-zealand
Jacob Oram , b M Morkel,15,15,17,2,0,100,/cricketers/jacob-oram-38062,south-africa vs new-zealand
Nathan McCullum ,run out (van der Wath/†Boucher),1,4,2,0,0,25,/cricketers/nathan-mccullum-37749,south-africa vs new-zealand
Daniel Vettori (c),c JA Morkel b van der Wath,1,3,4,0,0,33.33,/cricketers/daniel-vettori-38710,south-africa vs new-zealand
Graeme Smith (c),c †BB McCullum b Bond,2,4,9,0,0,50,/cricketers/graeme-smith-47270,south-africa vs new-zealand
Herschelle Gibbs ,c sub (JS Patel) b Martin,19,19,33,4,0,100,/cricketers/herschelle-gibbs-45224,south-africa vs new-zealand
AB de Villiers ,c †BB McCullum b Gillespie,1,5,4,0,0,20,/cricketers/ab-de-villiers-44936,south-africa vs new-zealand
Justin Kemp ,not out ,89,56,68,6,6,158.92,/cricketers/justin-kemp-45797,south-africa vs new-zealand
Upul Tharanga ,c †Mushfiqur Rahim b Syed Rasel,23,14,21,3,0,164.28,/cricketers/upul-tharanga-50747,bangladesh vs sri-lanka
Sanath Jayasuriya ,c Mahmudullah b Mashrafe Mortaza,0,1,2,0,0,0,/cricketers/sanath-jayasuriya-49209,bangladesh vs sri-lanka
Kumar Sangakkara †, b Mahmudullah,20,29,36,2,0,68.96,/cricketers/kumar-sangakkara-50710,bangladesh vs sri-lanka
Mahela Jayawardene (c), b Abdur Razzak,30,30,36,1,0,100,/cricketers/mahela-jayawardene-49289,bangladesh vs sri-lanka
Chamara Silva ,lbw b Shakib Al Hasan,12,12,10,0,1,100,/cricketers/chamara-silva-50431,bangladesh vs sri-lanka
Tamim Iqbal ,c Malinga b Fernando,3,10,15,0,0,30,/cricketers/tamim-iqbal-56194,bangladesh vs sri-lanka
Nazimuddin ,lbw b Vaas,0,1,3,0,0,0,/cricketers/nazimuddin-56059,bangladesh vs sri-lanka
Aftab Ahmed , b Fernando,18,11,13,3,0,163.63,/cricketers/aftab-ahmed-56266,bangladesh vs sri-lanka
Mohammad Ashraful (c),c Dilshan b Vaas,4,8,14,0,0,50,/cricketers/mohammad-ashraful-55988,bangladesh vs sri-lanka
Shakib Al Hasan , b Maharoof,18,19,30,2,0,94.73,/cricketers/shakib-al-hasan-56143,bangladesh vs sri-lanka
Nadif Chowdhury ,run out (Malinga/Dilshan),5,6,10,0,0,83.33,/cricketers/nadif-chowdhury-56053,bangladesh vs sri-lanka
Mahmudullah ,c Mubarak b Jayasuriya,16,16,29,0,1,100,/cricketers/mahmudullah-56025,bangladesh vs sri-lanka
Mashrafe Mortaza , b Malinga,12,12,11,2,0,100,/cricketers/mashrafe-mortaza-56007,bangladesh vs sri-lanka
Mushfiqur Rahim †,run out (Maharoof/†Sangakkara),1,1,1,0,0,100,/cricketers/mushfiqur-rahim-56029,bangladesh vs sri-lanka
Adam Gilchrist †,c Mohammad Hafeez b Sohail Tanvir,24,12,18,5,0,200,/cricketers/adam-gilchrist-5390,australia vs pakistan
Matthew Hayden ,c Younis Khan b Sohail Tanvir,1,5,6,0,0,20,/cricketers/matthew-hayden-5616,australia vs pakistan
Ricky Ponting (c), b Mohammad Hafeez,27,26,40,3,0,103.84,/cricketers/ricky-ponting-7133,australia vs pakistan
Andrew Symonds , b Shahid Afridi,29,18,18,5,0,161.11,/cricketers/andrew-symonds-7702,australia vs pakistan
Michael Hussey ,c Imran Nazir b Sohail Tanvir,37,25,37,3,1,148,/cricketers/michael-hussey-5939,australia vs pakistan
Brad Hodge ,c Younis Khan b Mohammad Asif,36,29,36,3,0,124.13,/cricketers/brad-hodge-5674,australia vs pakistan
Michael Clarke ,run out (Shahid Afridi),0,1,3,0,0,0,/cricketers/michael-clarke-4578,australia vs pakistan
Imran Nazir ,c Johnson b Clark,10,10,12,1,1,100,/cricketers/imran-nazir-40563,australia vs pakistan
Mohammad Hafeez ,c Clarke b Clark,15,11,15,2,1,136.36,/cricketers/mohammad-hafeez-41434,australia vs pakistan
Salman Butt ,lbw b Johnson,11,12,16,2,0,91.66,/cricketers/salman-butt-42683,australia vs pakistan
Younis Khan ,c Lee b Clark,4,3,5,1,0,133.33,/cricketers/younis-khan-43652,australia vs pakistan
Lou Vincent ,c †Solanki b Broad,13,17,26,1,0,76.47,/cricketers/lou-vincent-38714,england vs new-zealand
Brendon McCullum †,c †Solanki b Anderson,4,5,4,1,0,80,/cricketers/brendon-mccullum-37737,england vs new-zealand
Peter Fulton ,lbw b Flintoff,0,2,6,0,0,0,/cricketers/peter-fulton-37091,england vs new-zealand
Ross Taylor ,c Flintoff b Anderson,7,8,6,0,1,87.5,/cricketers/ross-taylor-38699,england vs new-zealand
Scott Styris ,run out (Maddy),42,31,33,1,4,135.48,/cricketers/scott-styris-38407,england vs new-zealand
Craig McMillan ,c Mascarenhas b Maddy,57,31,40,3,4,183.87,/cricketers/craig-mcmillan-37712,england vs new-zealand
Jacob Oram , b Maddy,8,6,15,1,0,133.33,/cricketers/jacob-oram-38062,england vs new-zealand
Daniel Vettori (c),not out ,17,9,15,2,0,188.88,/cricketers/daniel-vettori-38710,england vs new-zealand
Darren Maddy ,run out (McMillan/Martin),50,31,42,4,2,161.29,/cricketers/darren-maddy-16876,england vs new-zealand
Vikram Solanki †,c Vincent b Vettori,24,25,30,4,0,96,/cricketers/vikram-solanki-20286,england vs new-zealand
Kevin Pietersen , b Vettori,24,16,24,2,1,150,/cricketers/kevin-pietersen-19296,england vs new-zealand
Paul Collingwood (c),c McMillan b Martin,3,5,6,0,0,60,/cricketers/paul-collingwood-10772,england vs new-zealand
Owais Shah ,run out (Vettori/†McCullum),21,16,28,0,1,131.25,/cricketers/owais-shah-20123,england vs new-zealand
Andrew Flintoff ,run out (Vincent/Vettori),1,1,1,0,0,100,/cricketers/andrew-flintoff-12856,england vs new-zealand
Luke Wright ,c sub (JS Patel) b Bond,24,17,25,1,1,141.17,/cricketers/luke-wright-23460,england vs new-zealand
Dimitri Mascarenhas ,c sub (JS Patel) b Bond,0,1,1,0,0,0,/cricketers/dimitri-mascarenhas-16932,england vs new-zealand
Salman Butt , b Fernando,12,17,15,1,0,70.58,/cricketers/salman-butt-42683,pakistan vs sri-lanka
Imran Nazir ,c Mubarak b Vaas,7,4,13,0,1,175,/cricketers/imran-nazir-40563,pakistan vs sri-lanka
Mohammad Hafeez , b Fernando,10,11,12,2,0,90.9,/cricketers/mohammad-hafeez-41434,pakistan vs sri-lanka
Younis Khan ,c Dilshan b Malinga,51,35,50,2,3,145.71,/cricketers/younis-khan-43652,pakistan vs sri-lanka
Shoaib Malik (c),c Dilshan b Malinga,57,31,45,4,2,183.87,/cricketers/shoaib-malik-42657,pakistan vs sri-lanka
Shahid Afridi , b Malinga,17,9,14,2,0,188.88,/cricketers/shahid-afridi-42639,pakistan vs sri-lanka
Upul Tharanga ,c Umar Gul b Mohammad Asif,0,2,1,0,0,0,/cricketers/upul-tharanga-50747,pakistan vs sri-lanka
Sanath Jayasuriya , b Sohail Tanvir,5,5,6,0,0,100,/cricketers/sanath-jayasuriya-49209,pakistan vs sri-lanka
Kumar Sangakkara †, b Mohammad Asif,18,10,21,2,1,180,/cricketers/kumar-sangakkara-50710,pakistan vs sri-lanka
Mahela Jayawardene (c),c Mohammad Hafeez b Shahid Afridi,28,27,38,2,1,103.7,/cricketers/mahela-jayawardene-49289,pakistan vs sri-lanka
Chamara Silva , b Shahid Afridi,38,27,30,5,1,140.74,/cricketers/chamara-silva-50431,pakistan vs sri-lanka
Tillakaratne Dilshan ,c Younis Khan b Mohammad Hafeez,38,28,33,0,4,135.71,/cricketers/tillakaratne-dilshan-48472,pakistan vs sri-lanka
Jehan Mubarak ,c Shahid Afridi b Umar Gul,0,4,3,0,0,0,/cricketers/jehan-mubarak-49633,pakistan vs sri-lanka
Gayan Wijekoon ,c Mohammad Hafeez b Shahid Afridi,0,4,4,0,0,0,/cricketers/gayan-wijekoon-50345,pakistan vs sri-lanka
Chaminda Vaas ,not out ,12,13,22,0,0,92.3,/cricketers/chaminda-vaas-50804,pakistan vs sri-lanka
Graeme Smith (c),c Mascarenhas b Broad,19,13,19,4,0,146.15,/cricketers/graeme-smith-47270,south-africa vs england
Jean-Paul Duminy ,c †Prior b Broad,0,4,5,0,0,0,/cricketers/jean-paul-duminy-44932,south-africa vs england
AB de Villiers ,c †Prior b Flintoff,18,14,18,4,0,128.57,/cricketers/ab-de-villiers-44936,south-africa vs england
Justin Kemp ,c †Prior b Mascarenhas,21,27,39,0,1,77.77,/cricketers/justin-kemp-45797,south-africa vs england
Mark Boucher †,c Pietersen b Schofield,29,29,27,3,0,100,/cricketers/mark-boucher-44111,south-africa vs england
Shaun Pollock ,c †Prior b Anderson,0,1,2,0,0,0,/cricketers/shaun-pollock-46774,south-africa vs england
Albie Morkel ,c Snape b Flintoff,43,20,27,3,4,215,/cricketers/albie-morkel-46248,south-africa vs england
Luke Wright ,c de Villiers b Pollock,0,4,2,0,0,0,/cricketers/luke-wright-23460,south-africa vs england
Matt Prior †,c Philander b JA Morkel,32,31,57,1,1,103.22,/cricketers/matt-prior-18675,south-africa vs england
Kevin Pietersen ,run out (Ntini),15,14,16,3,0,107.14,/cricketers/kevin-pietersen-19296,south-africa vs england
Paul Collingwood (c),c Kemp b Pollock,0,1,1,0,0,0,/cricketers/paul-collingwood-10772,south-africa vs england
Owais Shah , b JA Morkel,36,31,44,1,2,116.12,/cricketers/owais-shah-20123,south-africa vs england
Andrew Flintoff , b van der Wath,17,16,27,2,0,106.25,/cricketers/andrew-flintoff-12856,south-africa vs england
Jeremy Snape ,c de Villiers b M Morkel,7,11,14,0,0,63.63,/cricketers/jeremy-snape-20278,south-africa vs england
Tamim Iqbal ,c Ponting b Clarke,32,40,44,3,0,80,/cricketers/tamim-iqbal-56194,australia vs bangladesh
Nazimuddin ,c Ponting b Johnson,11,17,21,2,0,64.7,/cricketers/nazimuddin-56059,australia vs bangladesh
Aftab Ahmed ,c Hodge b Bracken,31,34,51,2,0,91.17,/cricketers/aftab-ahmed-56266,australia vs bangladesh
Mohammad Ashraful (c),c Symonds b Clark,7,6,11,1,0,116.66,/cricketers/mohammad-ashraful-55988,australia vs bangladesh
Shakib Al Hasan ,c †Gilchrist b Lee,16,11,13,1,1,145.45,/cricketers/shakib-al-hasan-56143,australia vs bangladesh
Mashrafe Mortaza , b Lee,0,1,1,0,0,0,/cricketers/mashrafe-mortaza-56007,australia vs bangladesh
Alok Kapali ,lbw b Lee,0,1,1,0,0,0,/cricketers/alok-kapali-56251,australia vs bangladesh
Farhad Reza ,c Hussey b Bracken,4,13,13,0,0,30.76,/cricketers/farhad-reza-55894,australia vs bangladesh
Adam Gilchrist †,run out (Tamim Iqbal/†Mushfiqur Rahim),43,28,41,1,4,153.57,/cricketers/adam-gilchrist-5390,australia vs bangladesh
Lou Vincent ,c Karthik b Singh,3,6,8,0,0,50,/cricketers/lou-vincent-38714,india vs new-zealand
Brendon McCullum †,c Gambhir b Harbhajan Singh,45,31,44,9,0,145.16,/cricketers/brendon-mccullum-37737,india vs new-zealand
Peter Fulton ,lbw b Harbhajan Singh,21,23,28,1,1,91.3,/cricketers/peter-fulton-37091,india vs new-zealand
Ross Taylor ,lbw b Yuvraj Singh,11,9,10,0,1,122.22,/cricketers/ross-taylor-38699,india vs new-zealand
Scott Styris ,run out (Yuvraj Singh),2,4,6,0,0,50,/cricketers/scott-styris-38407,india vs new-zealand
Craig McMillan ,run out (†Dhoni),44,23,35,1,4,191.3,/cricketers/craig-mcmillan-37712,india vs new-zealand
Jacob Oram ,c Singh b Sreesanth,35,15,20,2,3,233.33,/cricketers/jacob-oram-38062,india vs new-zealand
Daniel Vettori (c), b Singh,15,5,6,3,0,300,/cricketers/daniel-vettori-38710,india vs new-zealand
Shane Bond ,run out (†Dhoni/Singh),4,2,1,1,0,200,/cricketers/shane-bond-36326,india vs new-zealand
Gautam Gambhir ,c †McCullum b Vettori,51,33,45,5,2,154.54,/cricketers/gautam-gambhir-28763,india vs new-zealand
Virender Sehwag ,c Styris b Oram,40,17,24,6,2,235.29,/cricketers/virender-sehwag-35263,india vs new-zealand
Robin Uthappa ,c & b Vettori,0,2,3,0,0,0,/cricketers/robin-uthappa-35582,india vs new-zealand
MS Dhoni (c)†,run out (Vettori/Styris),24,20,31,2,0,120,/cricketers/ms-dhoni-28081,india vs new-zealand
Yuvraj Singh ,c Taylor b Patel,5,7,8,0,0,71.42,/cricketers/yuvraj-singh-36084,india vs new-zealand
Dinesh Karthik ,c Bond b Vettori,17,12,18,3,0,141.66,/cricketers/dinesh-karthik-30045,india vs new-zealand
Irfan Pathan , b Vettori,11,10,9,2,0,110,/cricketers/irfan-pathan-32685,india vs new-zealand
Ajit Agarkar ,run out (Vincent),1,2,4,0,0,50,/cricketers/ajit-agarkar-26184,india vs new-zealand
Harbhajan Singh ,c Vettori b Bond,7,6,7,1,0,116.66,/cricketers/harbhajan-singh-29264,india vs new-zealand
Tamim Iqbal ,c Smith b Pollock,8,7,9,2,0,114.28,/cricketers/tamim-iqbal-56194,south-africa vs bangladesh
Nazimuddin ,lbw b Ntini,0,1,4,0,0,0,/cricketers/nazimuddin-56059,south-africa vs bangladesh
