BOWLER,O,M,R,W,Econ,WD,NB,URL,Match
Syazrul Idrus,3,0,28,1,9.33,1,0,/cricketers/syazrul-idrus-402140,malaysia vs bhutan
Khizar Hayat,4,0,13,1,3.25,0,0,/cricketers/khizar-hayat-580400,malaysia vs bhutan
Vijay Unni,4,0,22,2,5.5,0,0,/cricketers/vijay-unni-1090866,malaysia vs bhutan
Virandeep Singh,4,0,14,2,3.5,1,0,/cricketers/virandeep-singh-633660,malaysia vs bhutan
Jandre Coetzee,3,1,6,2,2,3,0,/cricketers/jandre-coetzee-44667,china vs thailand
"Chaloemwong	Chatphaisan",3,1,8,1,2.66,0,0,/cricketers/chaloemwong-chatphaisan-1322787,china vs thailand
Nopphon Senamontree,2.5,0,9,4,3.17,3,0,/cricketers/nopphon-senamontree-307745,china vs thailand
Robert Raina,2,0,3,3,1.5,0,1,/cricketers/robert-raina-492706,china vs thailand
Tian Sen Qun,2,0,16,0,8,2,0,/cricketers/tian-sen-qun-1159165,china vs thailand
Wang Qi,2,0,7,1,3.5,1,0,/cricketers/wang-qi-1093650,china vs thailand
Chen Zhuo Yue,0.1,0,4,0,24,0,0,/cricketers/chen-zhuo-yue-1159163,china vs thailand
Paing Danu,3,0,16,0,5.33,5,0,/cricketers/paing-danu-1116751,bhutan vs myanmar
Htet Lin Aung,4,0,20,2,5,2,0,/cricketers/htet-lin-aung-1116742,bhutan vs myanmar
Thuya Aung,4,0,12,2,3,0,0,/cricketers/thuya-aung-1116743,bhutan vs myanmar
Pyae Phyo Wai,4,0,29,3,7.25,3,1,/cricketers/pyae-phyo-wai-1387418,bhutan vs myanmar
Aung Ko Ko,4,0,21,2,5.25,1,0,/cricketers/aung-ko-ko-1161457,bhutan vs myanmar
Htet Lin Oo,1,0,7,0,7,0,0,/cricketers/htet-lin-oo-1116749,bhutan vs myanmar
Tashi Phuntsho,3,0,9,2,3,4,0,/cricketers/tashi-phuntsho-1387415,bhutan vs myanmar
Sonam Yeshey,3,0,12,0,4,0,0,/cricketers/sonam-yeshey-1167766,bhutan vs myanmar
Suprit Pradhan,3,0,15,0,5,0,0,/cricketers/suprit-pradhan-542348,bhutan vs myanmar
Namgay Thinley,4,0,13,2,3.25,0,0,/cricketers/namgay-thinley-1167761,bhutan vs myanmar
Tenjin Rabgey,3,0,10,1,3.33,2,0,/cricketers/tenjin-rabgey-1322778,bhutan vs myanmar
Tenzin Wangchuk,2,0,9,0,4.5,1,0,/cricketers/tenzin-wangchuk-749527,bhutan vs myanmar
Karma Dorji,2,0,4,2,2,0,0,/cricketers/karma-dorji-1337247,bhutan vs myanmar
Kepler Lukies,4,0,15,0,3.75,1,0,/cricketers/kepler-lukies-876201,japan vs philippines
Daniel Smith,3,1,15,1,5,2,0,/cricketers/daniel-smith-1082761,japan vs philippines
Huzaifa Mohammed,3,0,21,1,7,0,0,/cricketers/huzaifa-mohammed-1301596,japan vs philippines
Gurbhupinder Chohan,4,0,33,2,8.25,1,0,/cricketers/gurbhupinder-chohan-1301595,japan vs philippines
Amanpreet Sirah,2,0,17,0,8.5,1,0,/cricketers/amanpreet-sirah-1167799,japan vs philippines
Liam Myott,4,0,21,2,5.25,0,0,/cricketers/liam-myott-1387873,japan vs philippines
Piyush Kumbhare,4,0,13,1,3.25,0,0,/cricketers/piyush-kumbhare-1338606,japan vs philippines
Reo Sakurano-Thomas,4,0,24,1,6,1,0,/cricketers/reo-sakurano-thomas-1338602,japan vs philippines
Ryan Drake,2,0,14,0,7,0,0,/cricketers/ryan-drake-1338603,japan vs philippines
Sabaorish Ravichandran,3,0,9,0,3,0,0,/cricketers/sabaorish-ravichandran-1338607,japan vs philippines
Ibrahim Takahashi,3,0,15,1,5,0,0,/cricketers/ibrahim-takahashi-1338610,japan vs philippines
Declan Suzuki,3,0,14,2,4.66,1,0,/cricketers/declan-suzuki-1338609,japan vs philippines
Mian Siddique,1,0,5,0,5,0,0,/cricketers/mian-siddique-1063433,japan vs philippines
Rizwan Haider,2,1,3,0,1.5,0,0,/cricketers/rizwan-haider-1348021,malaysia vs china
Pavandeep Singh,4,0,9,2,2.25,1,0,/cricketers/pavandeep-singh-633641,malaysia vs china
Syazrul Idrus,4,1,8,7,2,1,0,/cricketers/syazrul-idrus-402140,malaysia vs china
Vijay Unni,1.2,1,1,1,0.75,0,0,/cricketers/vijay-unni-1090866,malaysia vs china
Tian Sen Qun,2,0,9,1,4.5,0,0,/cricketers/tian-sen-qun-1159165,malaysia vs china
Wang Qi,2,0,5,1,2.5,1,0,/cricketers/wang-qi-1093650,malaysia vs china
Ma Qiancheng,0.5,0,10,0,12,0,0,/cricketers/ma-qiancheng-1387425,malaysia vs china
Joshua Rasu,3,0,25,0,8.33,3,0,/cricketers/joshua-rasu-524270,papua-new-guinea vs vanuatu
Patrick Matautaava,4,0,20,2,5,1,0,/cricketers/patrick-matautaava-352286,papua-new-guinea vs vanuatu
Nalin Nipiko,3,0,20,2,6.66,1,0,/cricketers/nalin-nipiko-420513,papua-new-guinea vs vanuatu
Darren Wotu,4,0,32,1,8,0,1,/cricketers/darren-wotu-1193343,papua-new-guinea vs vanuatu
Williamsing Nalisa,4,0,32,1,8,2,0,/cricketers/williamsing-nalisa-1082734,papua-new-guinea vs vanuatu
Simpson Obed,2,0,16,1,8,0,0,/cricketers/simpson-obed-302866,papua-new-guinea vs vanuatu
John Kariko,4,0,18,2,4.5,0,0,/cricketers/john-kariko-1295879,papua-new-guinea vs vanuatu
Alei Nao,4,0,27,0,6.75,1,0,/cricketers/alei-nao-524247,papua-new-guinea vs vanuatu
Semo Kamea,3.2,0,14,2,4.2,1,0,/cricketers/semo-kamea-1115025,papua-new-guinea vs vanuatu
Norman Vanua,4,0,34,3,8.5,3,0,/cricketers/norman-vanua-524253,papua-new-guinea vs vanuatu
Charles Amini,4,0,12,2,3,0,0,/cricketers/charles-amini-332980,papua-new-guinea vs vanuatu
Dieter Klein,4,0,27,0,6.75,1,0,/cricketers/dieter-klein-339095,germany vs jersey
Ghulam Ahmadi,2,0,22,0,11,0,0,/cricketers/ghulam-ahmadi-1271974,germany vs jersey
Muslim Yar,4,0,31,0,7.75,1,0,/cricketers/muslim-yar-1183927,germany vs jersey
Sahir Naqash,4,0,37,3,9.25,2,0,/cricketers/sahir-naqash-1183929,germany vs jersey
Elam Bharathi,1,0,13,0,13,0,0,/cricketers/elam-bharathi-1218731,germany vs jersey
Dylan Blignaut,1,0,17,0,17,0,0,/cricketers/dylan-blignaut-596416,germany vs jersey
Joshua van Heerden,4,0,41,2,10.25,2,1,/cricketers/joshua-van-heerden-698311,germany vs jersey
Elliot Miles,4,0,19,1,4.75,0,0,/cricketers/elliot-miles-526468,germany vs jersey
Harrison Carlyon,2,0,17,0,8.5,1,0,/cricketers/harrison-carlyon-1062706,germany vs jersey
Julius Sumerauer,4,0,22,4,5.5,0,0,/cricketers/julius-sumerauer-1112220,germany vs jersey
Charles Perchard,4,0,29,2,7.25,1,0,/cricketers/charles-perchard-414969,germany vs jersey
Dominic Blampied,3,0,31,1,10.33,0,1,/cricketers/dominic-blampied-470893,germany vs jersey
Nick Greenwood,3,0,12,0,4,1,0,/cricketers/nick-greenwood-1181708,germany vs jersey
Surya Anand,4,1,28,2,7,1,0,/cricketers/surya-anand-1273173,denmark vs italy
Eshan Karimi,4,0,25,0,6.25,0,0,/cricketers/eshan-karimi-1387431,denmark vs italy
Nicolaj Laegsgaard,2,0,12,1,6,1,0,/cricketers/nicolaj-laegsgaard-1144657,denmark vs italy
Saud Munir ,4,0,34,1,8.5,1,0,/cricketers/saud-munir-1036603,denmark vs italy
Abdullah Mahmood,3,0,29,1,9.66,0,0,/cricketers/abdullah-mahmood-1112200,denmark vs italy
Saif Ahmad,3,0,19,2,6.33,3,0,/cricketers/saif-ahmad-659073,denmark vs italy
Gareth Berg,4,0,14,4,3.5,2,0,/cricketers/gareth-berg-44394,denmark vs italy
Harry Manenti,3.3,0,22,3,6.28,3,0,/cricketers/harry-manenti-1323417,denmark vs italy
Stefano di Bartolomeo,4,0,25,1,6.25,1,0,/cricketers/stefano-di-bartolomeo-596404,denmark vs italy
Jaspreet Singh,4,0,45,1,11.25,1,0,/cricketers/jaspreet-singh-1156455,denmark vs italy
Ben Manenti,4,0,17,0,4.25,3,0,/cricketers/ben-manenti-1065115,denmark vs italy
"Amit	Nathwani",3,0,40,0,13.33,1,0,/cricketers/amit-nathwani-1198871,scotland vs austria
Sahel Zadran,4,0,59,0,14.75,2,1,/cricketers/sahel-zadran-1263723,scotland vs austria
Jaweed Sadran,4,0,44,0,11,2,0,/cricketers/jaweed-sadran-1263727,scotland vs austria
Shahil Momin,4,0,40,0,10,0,0,/cricketers/shahil-momin-1046601,scotland vs austria
Abdullah Akbarjan,4,0,22,2,5.5,0,0,/cricketers/abdullah-akbarjan-1198877,scotland vs austria
Umair Tariq,1,0,24,0,24,0,0,/cricketers/umair-tariq-1263724,scotland vs austria
Mark Watt,1,1,0,0,0,0,0,/cricketers/mark-watt-659081,scotland vs austria
Bradley Currie,3,0,11,0,3.66,1,0,/cricketers/bradley-currie-1000791,scotland vs austria
Safyaan Sharif,4,1,22,2,5.5,0,1,/cricketers/safyaan-sharif-414970,scotland vs austria
Michael Leask,4,0,11,3,2.75,0,0,/cricketers/michael-leask-414966,scotland vs austria
Gavin Main,3,0,13,2,4.33,3,0,/cricketers/gavin-main-470777,scotland vs austria
Chris Greaves,1.3,0,2,2,1.33,0,0,/cricketers/chris-greaves-873199,scotland vs austria
John Kariko,4,0,9,1,2.25,0,0,/cricketers/john-kariko-1295879,papua-new-guinea vs japan
Semo Kamea,4,0,17,2,4.25,3,2,/cricketers/semo-kamea-1115025,papua-new-guinea vs japan
Kabua Morea,4,0,18,1,4.5,0,0,/cricketers/kabua-morea-524255,papua-new-guinea vs japan
Sese Bau,2,0,8,1,4,0,0,/cricketers/sese-bau-420427,papua-new-guinea vs japan
Norman Vanua,3,0,16,1,5.33,2,0,/cricketers/norman-vanua-524253,papua-new-guinea vs japan
Charles Amini,2,0,9,0,4.5,0,0,/cricketers/charles-amini-332980,papua-new-guinea vs japan
Assad Vala,1,0,7,0,7,0,0,/cricketers/assad-vala-25056,papua-new-guinea vs japan
Reo Sakurano-Thomas,3,0,7,2,2.33,0,0,/cricketers/reo-sakurano-thomas-1338602,papua-new-guinea vs japan
Piyush Kumbhare,1.1,0,11,0,9.42,0,0,/cricketers/piyush-kumbhare-1338606,papua-new-guinea vs japan
Ibrahim Takahashi,4,0,20,1,5,0,0,/cricketers/ibrahim-takahashi-1338610,papua-new-guinea vs japan
Ryan Drake,2,0,24,0,12,0,0,/cricketers/ryan-drake-1338603,papua-new-guinea vs japan
Declan Suzuki,1,0,6,0,6,1,0,/cricketers/declan-suzuki-1338609,papua-new-guinea vs japan
Sabaorish Ravichandran,3,0,16,0,5.33,0,0,/cricketers/sabaorish-ravichandran-1338607,papua-new-guinea vs japan
Makoto Taniyama,1,0,8,1,8,0,1,/cricketers/makoto-taniyama-581584,papua-new-guinea vs japan
Kepler Lukies,4,0,14,2,3.5,0,0,/cricketers/kepler-lukies-876201,philippines vs vanuatu
Daniel Smith,3,0,19,2,6.33,2,0,/cricketers/daniel-smith-1082761,philippines vs vanuatu
Liam Myott,2.3,0,17,1,6.8,1,0,/cricketers/liam-myott-1387873,philippines vs vanuatu
Gurbhupinder Chohan,2,0,19,0,9.5,0,0,/cricketers/gurbhupinder-chohan-1301595,philippines vs vanuatu
Huzaifa Mohammed,4,2,8,2,2,0,0,/cricketers/huzaifa-mohammed-1301596,philippines vs vanuatu
Amanpreet Sirah,4,0,18,2,4.5,1,0,/cricketers/amanpreet-sirah-1167799,philippines vs vanuatu
Patrick Matautaava,3,0,23,0,7.66,0,0,/cricketers/patrick-matautaava-352286,philippines vs vanuatu
Joshua Rasu,4,0,17,2,4.25,0,0,/cricketers/joshua-rasu-524270,philippines vs vanuatu
Nalin Nipiko,3,0,16,0,5.33,0,0,/cricketers/nalin-nipiko-420513,philippines vs vanuatu
Andrew Mansale,3,0,23,0,7.66,0,0,/cricketers/andrew-mansale-275654,philippines vs vanuatu
Williamsing Nalisa,4,0,14,2,3.5,0,0,/cricketers/williamsing-nalisa-1082734,philippines vs vanuatu
Simpson Obed,0.4,0,4,0,6,0,0,/cricketers/simpson-obed-302866,philippines vs vanuatu
Mark Adair,4,0,17,1,4.25,2,0,/cricketers/mark-adair-526441,ireland vs jersey
Josh Little,4,0,23,2,5.75,3,0,/cricketers/josh-little-928067,ireland vs jersey
Barry McCarthy,4,0,7,3,1.75,0,0,/cricketers/barry-mccarthy-348059,ireland vs jersey
Curtis Campher,2,0,10,0,5,0,0,/cricketers/curtis-campher-595921,ireland vs jersey
Ben White,4,0,10,2,2.5,0,0,/cricketers/ben-white-928059,ireland vs jersey
George Dockrell,2,0,9,1,4.5,0,0,/cricketers/george-dockrell-348034,ireland vs jersey
Julius Sumerauer,2,0,25,0,12.5,1,0,/cricketers/julius-sumerauer-1112220,ireland vs jersey
Charles Perchard,2,0,10,0,5,0,0,/cricketers/charles-perchard-414969,ireland vs jersey
Rhys Palmer,1,0,9,0,9,0,0,/cricketers/rhys-palmer-470894,ireland vs jersey
Benjamin Ward,3.2,0,23,1,6.9,0,0,/cricketers/benjamin-ward-1112212,ireland vs jersey
Elliot Miles,2,0,12,0,6,0,0,/cricketers/elliot-miles-526468,ireland vs jersey
Grant Stewart,4,0,22,1,5.5,0,0,/cricketers/grant-stewart-1098186,scotland vs italy
Harry Manenti,4,0,37,1,9.25,1,0,/cricketers/harry-manenti-1323417,scotland vs italy
Gareth Berg,4,0,60,0,15,0,0,/cricketers/gareth-berg-44394,scotland vs italy
Jaspreet Singh,3,0,50,0,16.66,1,0,/cricketers/jaspreet-singh-1156455,scotland vs italy
Ben Manenti,4,0,54,0,13.5,1,0,/cricketers/ben-manenti-1065115,scotland vs italy
Crishan Kalugamage,1,0,20,0,20,1,0,/cricketers/crishan-kalugamage-1118836,scotland vs italy
Mark Watt,1,0,7,0,7,1,0,/cricketers/mark-watt-659081,scotland vs italy
Bradley Currie,3,0,13,2,4.33,0,0,/cricketers/bradley-currie-1000791,scotland vs italy
Safyaan Sharif,2,0,14,2,7,0,0,/cricketers/safyaan-sharif-414970,scotland vs italy
Gavin Main,3.4,0,26,5,7.09,0,0,/cricketers/gavin-main-470777,scotland vs italy
Chris Greaves,3,0,26,0,8.66,0,0,/cricketers/chris-greaves-873199,scotland vs italy
Saif Ahmad,4,0,31,1,7.75,0,0,/cricketers/saif-ahmad-659073,austria vs denmark
Surya Anand,4,0,14,0,3.5,0,0,/cricketers/surya-anand-1273173,austria vs denmark
Nicolaj Laegsgaard,4,0,19,4,4.75,0,0,/cricketers/nicolaj-laegsgaard-1144657,austria vs denmark
Abdullah Mahmood,4,0,14,1,3.5,1,0,/cricketers/abdullah-mahmood-1112200,austria vs denmark
Saud Munir ,4,1,17,3,4.25,0,0,/cricketers/saud-munir-1036603,austria vs denmark
"Amit	Nathwani",2,0,19,1,9.5,0,0,/cricketers/amit-nathwani-1198871,austria vs denmark
Umair Tariq,2,0,23,1,11.5,3,0,/cricketers/umair-tariq-1263724,austria vs denmark
Shahil Momin,2,0,9,0,4.5,1,0,/cricketers/shahil-momin-1046601,austria vs denmark
Sahel Zadran,1,0,12,0,12,0,0,/cricketers/sahel-zadran-1263723,austria vs denmark
Abdullah Akbarjan,3,0,20,0,6.66,0,0,/cricketers/abdullah-akbarjan-1198877,austria vs denmark
Jaweed Sadran,2.4,0,14,0,5.25,0,0,/cricketers/jaweed-sadran-1263727,austria vs denmark
Dieter Klein,4,0,23,2,5.75,1,0,/cricketers/dieter-klein-339095,denmark vs germany
Ghulam Ahmadi,4,0,18,2,4.5,0,0,/cricketers/ghulam-ahmadi-1271974,denmark vs germany
Sahir Naqash,4,0,27,1,6.75,1,0,/cricketers/sahir-naqash-1183929,denmark vs germany
Muslim Yar,4,0,21,2,5.25,0,0,/cricketers/muslim-yar-1183927,denmark vs germany
Elam Bharathi,4,0,33,2,8.25,2,0,/cricketers/elam-bharathi-1218731,denmark vs germany
Oliver Hald,2,0,24,0,12,0,0,/cricketers/oliver-hald-1036585,denmark vs germany
Saif Ahmad,3,0,14,0,4.66,0,0,/cricketers/saif-ahmad-659073,denmark vs germany
Lucky Ali,1,0,11,0,11,0,0,/cricketers/lucky-ali-1153700,denmark vs germany
Nicolaj Laegsgaard,3,0,13,0,4.33,1,0,/cricketers/nicolaj-laegsgaard-1144657,denmark vs germany
Jonas Henriksen,1,0,17,0,17,0,0,/cricketers/jonas-henriksen-1036587,denmark vs germany
Abdullah Mahmood,4,0,22,3,5.5,0,0,/cricketers/abdullah-mahmood-1112200,denmark vs germany
Saud Munir ,1,0,11,0,11,1,0,/cricketers/saud-munir-1036603,denmark vs germany
Shangeev Thanikaithasan  ,1.5,0,14,0,7.63,0,0,/cricketers/shangeev-thanikaithasan-1036597,denmark vs germany
"Amit	Nathwani",4,0,45,1,11.25,0,0,/cricketers/amit-nathwani-1198871,austria vs ireland
Sahel Zadran,4,0,57,0,14.25,3,0,/cricketers/sahel-zadran-1263723,austria vs ireland
Aqib Iqbal,4,0,46,2,11.5,1,0,/cricketers/aqib-iqbal-1101783,austria vs ireland
Abdullah Akbarjan,4,0,31,1,7.75,1,0,/cricketers/abdullah-akbarjan-1198877,austria vs ireland
Shahil Momin,4,0,43,0,10.75,3,0,/cricketers/shahil-momin-1046601,austria vs ireland
Mark Adair,3.4,0,13,4,3.54,1,0,/cricketers/mark-adair-526441,austria vs ireland
Josh Little,4,0,16,2,4,1,0,/cricketers/josh-little-928067,austria vs ireland
Barry McCarthy,4,0,22,1,5.5,0,0,/cricketers/barry-mccarthy-348059,austria vs ireland
Ben White,4,0,25,1,6.25,0,0,/cricketers/ben-white-928059,austria vs ireland
Curtis Campher,3,0,18,2,6,1,0,/cricketers/curtis-campher-595921,austria vs ireland
Harrison Carlyon,2,0,19,0,9.5,0,0,/cricketers/harrison-carlyon-1062706,italy vs jersey
Elliot Miles,4,0,40,1,10,0,0,/cricketers/elliot-miles-526468,italy vs jersey
Charles Perchard,4,0,39,3,9.75,0,0,/cricketers/charles-perchard-414969,italy vs jersey
Julius Sumerauer,4,0,27,0,6.75,1,0,/cricketers/julius-sumerauer-1112220,italy vs jersey
Benjamin Ward,4,0,38,3,9.5,0,0,/cricketers/benjamin-ward-1112212,italy vs jersey
Dominic Blampied,2,0,20,0,10,0,0,/cricketers/dominic-blampied-470893,italy vs jersey
Grant Stewart,4,0,29,3,7.25,0,0,/cricketers/grant-stewart-1098186,italy vs jersey
Harry Manenti,4,0,23,2,5.75,4,1,/cricketers/harry-manenti-1323417,italy vs jersey
Jaspreet Singh,3,0,28,1,9.33,0,0,/cricketers/jaspreet-singh-1156455,italy vs jersey
Gareth Berg,4,0,26,3,6.5,0,0,/cricketers/gareth-berg-44394,italy vs jersey
Crishan Kalugamage,2,0,18,0,9,1,0,/cricketers/crishan-kalugamage-1118836,italy vs jersey
Ben Manenti,3,0,28,1,9.33,0,0,/cricketers/ben-manenti-1065115,italy vs jersey
Kepler Lukies,4,0,17,2,4.25,0,0,/cricketers/kepler-lukies-876201,papua-new-guinea vs philippines
Daniel Smith,4,0,33,2,8.25,3,0,/cricketers/daniel-smith-1082761,papua-new-guinea vs philippines
Huzaifa Mohammed,2,0,12,0,6,0,0,/cricketers/huzaifa-mohammed-1301596,papua-new-guinea vs philippines
Miggy Podosky,4,0,45,2,11.25,0,0,/cricketers/miggy-podosky-1301593,papua-new-guinea vs philippines
Liam Myott,4,0,27,1,6.75,0,0,/cricketers/liam-myott-1387873,papua-new-guinea vs philippines
Amanpreet Sirah,2,0,23,0,11.5,1,0,/cricketers/amanpreet-sirah-1167799,papua-new-guinea vs philippines
Kabua Morea,4,0,9,5,2.25,1,0,/cricketers/kabua-morea-524255,papua-new-guinea vs philippines
John Kariko,4,1,8,1,2,0,0,/cricketers/john-kariko-1295879,papua-new-guinea vs philippines
Alei Nao,2,1,6,0,3,0,0,/cricketers/alei-nao-524247,papua-new-guinea vs philippines
Norman Vanua,1,0,5,0,5,0,0,/cricketers/norman-vanua-524253,papua-new-guinea vs philippines
Jack Gardner,1,0,6,0,6,0,0,/cricketers/jack-gardner-1276399,papua-new-guinea vs philippines
Charles Amini,3,0,4,2,1.33,0,0,/cricketers/charles-amini-332980,papua-new-guinea vs philippines
Hiri Hiri,2,0,7,2,3.5,0,0,/cricketers/hiri-hiri-646175,papua-new-guinea vs philippines
Joshua Rasu,4,0,22,2,5.5,1,0,/cricketers/joshua-rasu-524270,japan vs vanuatu
Patrick Matautaava,3.3,0,10,3,2.85,1,0,/cricketers/patrick-matautaava-352286,japan vs vanuatu
Obed Yosef,2,0,23,0,11.5,2,0,/cricketers/obed-yosef-1115053,japan vs vanuatu
Williamsing Nalisa,4,0,29,0,7.25,1,0,/cricketers/williamsing-nalisa-1082734,japan vs vanuatu
Apolinaire Stephen,1.1,0,5,0,4.28,1,0,/cricketers/apolinaire-stephen-524281,japan vs vanuatu
Nalin Nipiko,4,0,17,4,4.25,0,0,/cricketers/nalin-nipiko-420513,japan vs vanuatu
Simpson Obed,1,0,19,0,19,0,0,/cricketers/simpson-obed-302866,japan vs vanuatu
Piyush Kumbhare,4,0,23,2,5.75,0,0,/cricketers/piyush-kumbhare-1338606,japan vs vanuatu
Reo Sakurano-Thomas,4,0,18,1,4.5,0,0,/cricketers/reo-sakurano-thomas-1338602,japan vs vanuatu
Declan Suzuki,2,0,16,1,8,3,0,/cricketers/declan-suzuki-1338609,japan vs vanuatu
Sabaorish Ravichandran,4,0,23,0,5.75,0,0,/cricketers/sabaorish-ravichandran-1338607,japan vs vanuatu
Ryan Drake,3,0,16,3,5.33,2,1,/cricketers/ryan-drake-1338603,japan vs vanuatu
Ibrahim Takahashi,3,0,10,1,3.33,0,0,/cricketers/ibrahim-takahashi-1338610,japan vs vanuatu
Kabua Morea,3,0,10,0,3.33,0,0,/cricketers/kabua-morea-524255,papua-new-guinea vs vanuatu
John Kariko,4,0,6,3,1.5,0,0,/cricketers/john-kariko-1295879,papua-new-guinea vs vanuatu
Alei Nao,4,0,23,1,5.75,0,0,/cricketers/alei-nao-524247,papua-new-guinea vs vanuatu
Norman Vanua,4,0,13,2,3.25,1,0,/cricketers/norman-vanua-524253,papua-new-guinea vs vanuatu
Charles Amini,4,0,10,2,2.5,0,0,/cricketers/charles-amini-332980,papua-new-guinea vs vanuatu
Riley Hekure,1,0,4,0,4,0,0,/cricketers/riley-hekure-646193,papua-new-guinea vs vanuatu
Patrick Matautaava,1.3,0,14,1,9.33,0,0,/cricketers/patrick-matautaava-352286,papua-new-guinea vs vanuatu
Joshua Rasu,1,0,10,0,10,0,0,/cricketers/joshua-rasu-524270,papua-new-guinea vs vanuatu
Apolinaire Stephen,1,0,13,0,13,1,0,/cricketers/apolinaire-stephen-524281,papua-new-guinea vs vanuatu
Obed Yosef,2,0,20,0,10,0,0,/cricketers/obed-yosef-1115053,papua-new-guinea vs vanuatu
Nalin Nipiko,1,0,14,0,14,0,0,/cricketers/nalin-nipiko-420513,papua-new-guinea vs vanuatu
Kepler Lukies,2,0,11,0,5.5,0,0,/cricketers/kepler-lukies-876201,japan vs philippines
Miggy Podosky,3,0,21,2,7,1,0,/cricketers/miggy-podosky-1301593,japan vs philippines
Liam Myott,4,0,37,1,9.25,0,0,/cricketers/liam-myott-1387873,japan vs philippines
Daniel Smith,3,0,20,0,6.66,1,0,/cricketers/daniel-smith-1082761,japan vs philippines
Huzaifa Mohammed,4,0,40,0,10,1,0,/cricketers/huzaifa-mohammed-1301596,japan vs philippines
Amanpreet Sirah,4,0,32,3,8,1,0,/cricketers/amanpreet-sirah-1167799,japan vs philippines
Piyush Kumbhare,4,0,11,2,2.75,0,0,/cricketers/piyush-kumbhare-1338606,japan vs philippines
Reo Sakurano-Thomas,3,0,14,1,4.66,0,0,/cricketers/reo-sakurano-thomas-1338602,japan vs philippines
Sabaorish Ravichandran,4,0,13,0,3.25,0,0,/cricketers/sabaorish-ravichandran-1338607,japan vs philippines
Kohei Kubota,2,0,16,0,8,1,0,/cricketers/kohei-kubota-1338605,japan vs philippines
Makoto Taniyama,2,0,15,1,7.5,0,2,/cricketers/makoto-taniyama-581584,japan vs philippines
Ibrahim Takahashi,3,0,25,0,8.33,0,0,/cricketers/ibrahim-takahashi-1338610,japan vs philippines
Declan Suzuki,2,0,19,1,9.5,0,0,/cricketers/declan-suzuki-1338609,japan vs philippines
Harrison Carlyon,1,0,13,0,13,0,0,/cricketers/harrison-carlyon-1062706,scotland vs jersey
Julius Sumerauer,4,0,22,0,5.5,0,0,/cricketers/julius-sumerauer-1112220,scotland vs jersey
Charles Perchard,4,0,34,2,8.5,1,0,/cricketers/charles-perchard-414969,scotland vs jersey
Elliot Miles,4,0,25,2,6.25,1,0,/cricketers/elliot-miles-526468,scotland vs jersey
Benjamin Ward,4,0,26,2,6.5,0,0,/cricketers/benjamin-ward-1112212,scotland vs jersey
Nick Greenwood,2,0,19,0,9.5,0,0,/cricketers/nick-greenwood-1181708,scotland vs jersey
Dominic Blampied,1,0,10,0,10,0,0,/cricketers/dominic-blampied-470893,scotland vs jersey
Mark Watt,4,1,21,4,5.25,0,0,/cricketers/mark-watt-659081,scotland vs jersey
Bradley Currie,4,1,26,2,6.5,1,0,/cricketers/bradley-currie-1000791,scotland vs jersey
Safyaan Sharif,4,0,15,1,3.75,0,0,/cricketers/safyaan-sharif-414970,scotland vs jersey
Gavin Main,3,0,35,1,11.66,0,0,/cricketers/gavin-main-470777,scotland vs jersey
Brandon McMullen,3,0,26,1,8.66,0,0,/cricketers/brandon-mcmullen-949473,scotland vs jersey
Chris Greaves,2,0,11,0,5.5,0,0,/cricketers/chris-greaves-873199,scotland vs jersey
Mark Adair,4,0,22,3,5.5,3,0,/cricketers/mark-adair-526441,denmark vs ireland
Josh Little,4,0,35,0,8.75,2,0,/cricketers/josh-little-928067,denmark vs ireland
Barry McCarthy,4,0,16,3,4,1,0,/cricketers/barry-mccarthy-348059,denmark vs ireland
Curtis Campher,4,0,20,1,5,1,0,/cricketers/curtis-campher-595921,denmark vs ireland
Ben White,4,0,28,2,7,0,0,/cricketers/ben-white-928059,denmark vs ireland
Nicolaj Laegsgaard,3.3,0,25,0,7.14,0,0,/cricketers/nicolaj-laegsgaard-1144657,denmark vs ireland
Oliver Hald,1,0,14,0,14,0,0,/cricketers/oliver-hald-1036585,denmark vs ireland
Jonas Henriksen,3,0,28,1,9.33,2,0,/cricketers/jonas-henriksen-1036587,denmark vs ireland
Saud Munir ,4,0,34,0,8.5,0,0,/cricketers/saud-munir-1036603,denmark vs ireland
Abdullah Mahmood,3,0,21,0,7,0,0,/cricketers/abdullah-mahmood-1112200,denmark vs ireland
Dieter Klein,3.4,0,18,2,4.9,2,0,/cricketers/dieter-klein-339095,austria vs germany
Ghulam Ahmadi,4,0,21,2,5.25,0,0,/cricketers/ghulam-ahmadi-1271974,austria vs germany
Muslim Yar,4,0,13,2,3.25,1,0,/cricketers/muslim-yar-1183927,austria vs germany
Sahir Naqash,3,0,12,2,4,2,0,/cricketers/sahir-naqash-1183929,austria vs germany
Elam Bharathi,4,0,15,2,3.75,0,0,/cricketers/elam-bharathi-1218731,austria vs germany
Sahel Zadran,3.1,0,34,1,10.73,3,0,/cricketers/sahel-zadran-1263723,austria vs germany
Aqib Iqbal,2,0,15,0,7.5,0,0,/cricketers/aqib-iqbal-1101783,austria vs germany
"Amit	Nathwani",2,0,14,0,7,0,0,/cricketers/amit-nathwani-1198871,austria vs germany
Abdullah Akbarjan,2,0,15,0,7.5,0,0,/cricketers/abdullah-akbarjan-1198877,austria vs germany
